"","id","l1","rf","rq","tot"
"230943","E02004774 E02004774",1,0,0,1
"230944","E02004775 E02004775",1,0,0,1
"230945","E02004776 E02004776",1,0,0,1
"230946","E02004777 E02004777",1,0,0,1
"230947","E02004778 E02004778",1,0,0,1
"230948","E02004779 E02004779",1,0,0,1
"230949","E02004780 E02004780",1,0,0,1
"230950","E02004781 E02004781",1,0,0,1
"230951","E02004782 E02004782",1,0,0,1
"230952","E02004783 E02004783",1,0,0,1
"230953","E02004784 E02004784",1,0,0,1
"230954","E02004785 E02004785",1,0,0,1
"230955","E02004786 E02004786",1,0,0,1
"230956","E02004787 E02004787",1,0,0,1
"230957","E02004788 E02004788",1,0,0,1
"230958","E02004789 E02004789",1,0,0,1
"230959","E02004790 E02004790",1,0,0,1
"230960","E02004791 E02004791",1,0,0,1
"230961","E02004792 E02004792",1,0,0,1
"230962","E02004793 E02004793",1,0,0,1
"230963","E02004794 E02004794",1,0,0,1
"230964","E02004795 E02004795",1,0,0,1
"230965","E02004796 E02004796",1,0,0,1
"230966","E02004797 E02004797",1,0,0,1
"230967","E02004798 E02004798",1,0,0,1
"230968","E02004799 E02004799",1,0,0,1
"230969","E02004800 E02004800",1,0,0,1
"230970","E02004801 E02004801",1,0,0,1
"230971","E02004802 E02004802",1,0,0,1
"230972","E02004803 E02004803",1,0,0,1
"230973","E02004804 E02004804",1,0,0,1
"230974","E02004805 E02004805",1,0,0,1
"230975","E02004806 E02004806",1,0,0,1
"230976","E02004807 E02004807",1,0,0,1
"230977","E02004808 E02004808",1,0,0,1
"230978","E02004809 E02004809",1,0,0,1
"230979","E02004810 E02004810",1,0,0,1
"230980","E02004811 E02004811",1,0,0,1
"230981","E02004812 E02004812",1,0,0,1
"230982","E02004813 E02004813",1,0,0,1
"230983","E02004814 E02004814",1,0,0,1
"230984","E02004815 E02004815",1,0,0,1
"230985","E02004816 E02004816",1,0,0,1
"230986","E02004817 E02004817",1,0,0,1
"230987","E02004818 E02004818",1,0,0,1
"230988","E02004819 E02004819",1,0,0,1
"230989","E02004820 E02004820",1,0,0,1
"230990","E02004821 E02004821",1,0,0,1
"230991","E02004822 E02004822",1,0,0,1
"230992","E02004823 E02004823",1,0,0,1
"230993","E02004824 E02004824",1,0,0,1
"230994","E02004825 E02004825",1,0,0,1
"230995","E02004826 E02004826",1,0,0,1
"230996","E02004827 E02004827",1,0,0,1
"230997","E02004828 E02004828",1,0,0,1
"230998","E02004829 E02004829",1,0,0,1
"230999","E02004830 E02004830",1,0,0,1
"231000","E02004831 E02004831",1,0,0,1
"231001","E02004832 E02004832",1,0,0,1
"231002","E02004833 E02004833",1,0,0,1
"231003","E02004834 E02004834",1,0,0,1
"231004","E02004835 E02004835",1,0,0,1
"231005","E02004836 E02004836",1,0,0,1
"231006","E02004837 E02004837",1,0,0,1
"231007","E02004838 E02004838",1,0,0,1
"231008","E02004839 E02004839",1,0,0,1
"231009","E02004840 E02004840",1,0,0,1
"231010","E02004841 E02004841",1,0,0,1
"231011","E02004842 E02004842",1,0,0,1
"231012","E02004843 E02004843",1,0,0,1
"231013","E02004844 E02004844",1,0,0,1
"231014","E02004845 E02004845",1,0,0,1
"231015","E02004846 E02004846",1,0,0,1
"231016","E02004847 E02004847",1,0,0,1
"231017","E02004848 E02004848",1,0,0,1
"231018","E02004849 E02004849",1,0,0,1
"231019","E02004850 E02004850",1,0,0,1
"231020","E02004851 E02004851",1,0,0,1
"231021","E02004852 E02004852",1,0,0,1
"231022","E02004853 E02004853",1,0,0,1
"231023","E02004854 E02004854",1,0,0,1
"231024","E02004855 E02004855",1,0,0,1
"231025","E02004856 E02004856",1,0,0,1
"231026","E02004857 E02004857",1,0,0,1
"231027","E02004858 E02004858",1,0,0,1
"231028","E02004859 E02004859",1,0,0,1
"231029","E02004860 E02004860",1,0,0,1
"231030","E02004861 E02004861",1,0,0,1
"231031","E02004862 E02004862",1,0,0,1
"231032","E02004863 E02004863",1,0,0,1
"231033","E02004864 E02004864",1,0,0,1
"231034","E02004865 E02004865",1,0,0,1
"231035","E02004866 E02004866",1,0,0,1
"231036","E02004867 E02004867",1,0,0,1
"231037","E02004868 E02004868",1,0,0,1
"231038","E02004869 E02004869",1,0,0,1
"231039","E02004870 E02004870",1,0,0,1
"231040","E02004871 E02004871",1,0,0,1
"231041","E02004872 E02004872",1,0,0,1
"231042","E02004873 E02004873",1,0,0,1
"231043","E02004874 E02004874",1,0,0,1
"231044","E02004875 E02004875",1,0,0,1
"231045","E02004876 E02004876",1,0,0,1
"231046","E02004877 E02004877",1,0,0,1
"231047","E02004878 E02004878",1,0,0,1
"231048","E02004879 E02004879",1,0,0,1
"231049","E02004880 E02004880",1,0,0,1
"231050","E02004881 E02004881",1,0,0,1
"231051","E02004882 E02004882",1,0,0,1
"231052","E02004883 E02004883",1,0,0,1
"231053","E02004884 E02004884",1,0,0,1
"231054","E02004885 E02004885",1,0,0,1
"231055","E02004886 E02004886",1,0,0,1
"231056","E02004887 E02004887",1,0,0,1
"231057","E02004888 E02004888",1,0,0,1
"231058","E02004889 E02004889",1,0,0,1
"231059","E02004890 E02004890",1,0,0,1
"231060","E02004891 E02004891",1,0,0,1
"231061","E02004892 E02004892",1,0,0,1
"231062","E02004893 E02004893",1,0,0,1
"231063","E02004894 E02004894",1,0,0,1
"231064","E02004895 E02004895",1,0,0,1
"231065","E02004896 E02004896",1,0,0,1
"231066","E02004897 E02004897",1,0,0,1
"231067","E02004898 E02004898",1,0,0,1
"231068","E02004899 E02004899",1,0,0,1
"231069","E02004900 E02004900",1,0,0,1
"231070","E02004901 E02004901",1,0,0,1
"231071","E02004902 E02004902",1,0,0,1
"231072","E02004903 E02004903",1,0,0,1
"231073","E02004904 E02004904",1,0,0,1
"231074","E02004905 E02004905",1,0,0,1
"231075","E02004906 E02004906",1,0,0,1
"231076","E02004907 E02004907",1,0,0,1
"231077","E02004908 E02004908",1,0,0,1
"231078","E02004909 E02004909",1,0,0,1
"231079","E02004910 E02004910",1,0,0,1
"231080","E02004911 E02004911",1,0,0,1
"231081","E02004912 E02004912",1,0,0,1
"231082","E02004913 E02004913",1,0,0,1
"231083","E02004914 E02004914",1,0,0,1
"231084","E02004915 E02004915",1,0,0,1
"231085","E02004916 E02004916",1,0,0,1
"231086","E02004917 E02004917",1,0,0,1
"231087","E02004918 E02004918",1,0,0,1
"231088","E02004919 E02004919",1,0,0,1
"231089","E02004920 E02004920",1,0,0,1
"231090","E02004921 E02004921",1,0,0,1
"231091","E02004922 E02004922",1,0,0,1
"231092","E02004923 E02004923",1,0,0,1
"231093","E02004924 E02004924",1,0,0,1
"231094","E02004925 E02004925",1,0,0,1
"231095","E02004926 E02004926",1,0,0,1
"231096","E02004927 E02004927",1,0,0,1
"231097","E02004928 E02004928",1,0,0,1
"231098","E02004929 E02004929",1,0,0,1
"231099","E02004930 E02004930",1,0,0,1
"231100","E02004931 E02004931",1,0,0,1
"231101","E02004932 E02004932",1,0,0,1
"231102","E02004933 E02004933",1,0,0,1
"231103","E02004934 E02004934",1,0,0,1
"231104","E02004935 E02004935",1,0,0,1
"231105","E02004936 E02004936",1,0,0,1
"231106","E02004937 E02004937",1,0,0,1
"231107","E02004938 E02004938",1,0,0,1
"231108","E02004939 E02004939",1,0,0,1
"231109","E02004940 E02004940",1,0,0,1
"231110","E02004941 E02004941",1,0,0,1
"231111","E02004942 E02004942",1,0,0,1
"231112","E02004943 E02004943",1,0,0,1
"231113","E02004944 E02004944",1,0,0,1
"231114","E02004945 E02004945",1,0,0,1
"231115","E02004946 E02004946",1,0,0,1
"231116","E02004947 E02004947",1,0,0,1
"231117","E02004948 E02004948",1,0,0,1
"231118","E02004949 E02004949",1,0,0,1
"231119","E02004950 E02004950",1,0,0,1
"231120","E02004951 E02004951",1,0,0,1
"231121","E02004952 E02004952",1,0,0,1
"231122","E02004953 E02004953",1,0,0,1
"231123","E02004954 E02004954",1,0,0,1
"231124","E02004955 E02004955",1,0,0,1
"231125","E02004956 E02004956",1,0,0,1
"231126","E02004957 E02004957",1,0,0,1
"231127","E02004958 E02004958",1,0,0,1
"231128","E02004959 E02004959",1,0,0,1
"231129","E02004960 E02004960",1,0,0,1
"231130","E02004961 E02004961",1,0,0,1
"231131","E02004962 E02004962",1,0,0,1
"231132","E02004963 E02004963",1,0,0,1
"231133","E02004964 E02004964",1,0,0,1
"231134","E02004965 E02004965",1,0,0,1
"231135","E02004966 E02004966",1,0,0,1
"231136","E02004967 E02004967",1,0,0,1
"231137","E02004968 E02004968",1,0,0,1
"231138","E02004969 E02004969",1,0,0,1
"231139","E02004970 E02004970",1,0,0,1
"231140","E02004971 E02004971",1,0,0,1
"231141","E02004972 E02004972",1,0,0,1
"231142","E02004973 E02004973",1,0,0,1
"231143","E02004974 E02004974",1,0,0,1
"231144","E02004975 E02004975",1,0,0,1
"231145","E02004976 E02004976",1,0,0,1
"231146","E02004977 E02004977",1,0,0,1
"231147","E02004978 E02004978",1,0,0,1
"231148","E02004979 E02004979",1,0,0,1
"231149","E02004980 E02004980",1,0,0,1
"231150","E02004981 E02004981",1,0,0,1
"231151","E02004982 E02004982",1,0,0,1
"231152","E02004983 E02004983",1,0,0,1
"231153","E02004984 E02004984",1,0,0,1
"231154","E02004985 E02004985",1,0,0,1
"231155","E02004986 E02004986",1,0,0,1
"231156","E02004987 E02004987",1,0,0,1
"231157","E02004988 E02004988",1,0,0,1
"231158","E02004989 E02004989",1,0,0,1
"231159","E02004990 E02004990",1,0,0,1
"231160","E02004991 E02004991",1,0,0,1
"231161","E02004992 E02004992",1,0,0,1
"231162","E02004993 E02004993",1,0,0,1
"231163","E02004994 E02004994",1,0,0,1
"231164","E02004995 E02004995",1,0,0,1
"231165","E02004996 E02004996",1,0,0,1
"231166","E02004997 E02004997",1,0,0,1
"231167","E02004998 E02004998",1,0,0,1
"231168","E02004999 E02004999",1,0,0,1
"231169","E02005000 E02005000",1,0,0,1
"231170","E02005001 E02005001",1,0,0,1
"231171","E02005002 E02005002",1,0,0,1
"231172","E02005003 E02005003",1,0,0,1
"231173","E02005004 E02005004",1,0,0,1
"231174","E02005005 E02005005",1,0,0,1
"231175","E02005006 E02005006",1,0,0,1
"231176","E02005007 E02005007",1,0,0,1
"231177","E02005008 E02005008",1,0,0,1
"231178","E02005009 E02005009",1,0,0,1
"231179","E02005010 E02005010",1,0,0,1
"231180","E02005011 E02005011",1,0,0,1
"231181","E02005012 E02005012",1,0,0,1
"231182","E02005013 E02005013",1,0,0,1
"231183","E02005014 E02005014",1,0,0,1
"231184","E02005015 E02005015",1,0,0,1
"231185","E02005016 E02005016",1,0,0,1
"231186","E02005017 E02005017",1,0,0,1
"231187","E02005018 E02005018",1,0,0,1
"231188","E02005019 E02005019",1,0,0,1
"231189","E02005020 E02005020",1,0,0,1
"231190","E02005021 E02005021",1,0,0,1
"231191","E02005022 E02005022",1,0,0,1
"231192","E02005023 E02005023",1,0,0,1
"231193","E02005025 E02005025",1,0,0,1
"231194","E02005026 E02005026",1,0,0,1
"231195","E02005027 E02005027",1,0,0,1
"231196","E02005028 E02005028",1,0,0,1
"231197","E02005029 E02005029",1,0,0,1
"231198","E02005030 E02005030",1,0,0,1
"231199","E02005031 E02005031",1,0,0,1
"231200","E02005032 E02005032",1,0,0,1
"231201","E02005033 E02005033",1,0,0,1
"231202","E02005034 E02005034",1,0,0,1
"231203","E02005035 E02005035",1,0,0,1
"231204","E02005036 E02005036",1,0,0,1
"231205","E02005037 E02005037",1,0,0,1
"231206","E02005038 E02005038",1,0,0,1
"231207","E02005039 E02005039",1,0,0,1
"231208","E02005040 E02005040",1,0,0,1
"231209","E02005041 E02005041",1,0,0,1
"231210","E02005042 E02005042",1,0,0,1
"231211","E02005043 E02005043",1,0,0,1
"231212","E02005044 E02005044",1,0,0,1
"231213","E02005045 E02005045",1,0,0,1
"231214","E02005046 E02005046",1,0,0,1
"231215","E02005047 E02005047",1,0,0,1
"231216","E02005048 E02005048",1,0,0,1
"231217","E02005049 E02005049",1,0,0,1
"231218","E02005050 E02005050",1,0,0,1
"231219","E02005051 E02005051",1,0,0,1
"231220","E02005052 E02005052",1,0,0,1
"231221","E02005053 E02005053",1,0,0,1
"231222","E02005054 E02005054",1,0,0,1
"231223","E02005055 E02005055",1,0,0,1
"231224","E02005056 E02005056",1,0,0,1
"231225","E02005057 E02005057",1,0,0,1
"231226","E02005058 E02005058",1,0,0,1
"231227","E02005059 E02005059",1,0,0,1
"231228","E02005060 E02005060",1,0,0,1
"231229","E02005061 E02005061",1,0,0,1
"231230","E02005062 E02005062",1,0,0,1
"231231","E02005063 E02005063",1,0,0,1
"231232","E02005064 E02005064",1,0,0,1
"231233","E02005065 E02005065",1,0,0,1
"231234","E02005066 E02005066",1,0,0,1
"231235","E02005067 E02005067",1,0,0,1
"231236","E02005068 E02005068",1,0,0,1
"231237","E02005069 E02005069",1,0,0,1
"231238","E02005070 E02005070",1,0,0,1
"231239","E02005071 E02005071",1,0,0,1
"231240","E02005072 E02005072",1,0,0,1
"231241","E02005073 E02005073",1,0,0,1
"231242","E02005074 E02005074",1,0,0,1
"231243","E02005075 E02005075",1,0,0,1
"231244","E02005076 E02005076",1,0,0,1
"231245","E02005077 E02005077",1,0,0,1
"231246","E02005078 E02005078",1,0,0,1
"231247","E02005079 E02005079",1,0,0,1
"231248","E02005080 E02005080",1,0,0,1
"231249","E02005081 E02005081",1,0,0,1
"231250","E02005082 E02005082",1,0,0,1
"231251","E02005083 E02005083",1,0,0,1
"231252","E02005084 E02005084",1,0,0,1
"231253","E02005085 E02005085",1,0,0,1
"231254","E02005086 E02005086",1,0,0,1
"231255","E02005087 E02005087",1,0,0,1
"231256","E02005088 E02005088",1,0,0,1
"231257","E02005089 E02005089",1,0,0,1
"231258","E02005090 E02005090",1,0,0,1
"231259","E02005091 E02005091",1,0,0,1
"231260","E02005093 E02005093",1,0,0,1
"231261","E02005094 E02005094",1,0,0,1
"231262","E02005095 E02005095",1,0,0,1
"231263","E02005096 E02005096",1,0,0,1
"231264","E02005097 E02005097",1,0,0,1
"231265","E02005098 E02005098",1,0,0,1
"231266","E02005099 E02005099",1,0,0,1
"231267","E02005100 E02005100",1,0,0,1
"231268","E02005101 E02005101",1,0,0,1
"231269","E02005102 E02005102",1,0,0,1
"231270","E02005103 E02005103",1,0,0,1
"231271","E02005104 E02005104",1,0,0,1
"231272","E02005105 E02005105",1,0,0,1
"231273","E02005106 E02005106",1,0,0,1
"231274","E02005107 E02005107",1,0,0,1
"231275","E02005109 E02005109",1,0,0,1
"231276","E02005110 E02005110",1,0,0,1
"231277","E02005111 E02005111",1,0,0,1
"231278","E02005112 E02005112",1,0,0,1
"231279","E02005113 E02005113",1,0,0,1
"231280","E02005114 E02005114",1,0,0,1
"231281","E02005115 E02005115",1,0,0,1
"231282","E02005116 E02005116",1,0,0,1
"231283","E02005117 E02005117",1,0,0,1
"231284","E02005118 E02005118",1,0,0,1
"231285","E02005119 E02005119",1,0,0,1
"231286","E02005120 E02005120",1,0,0,1
"231287","E02005121 E02005121",1,0,0,1
"231288","E02005122 E02005122",1,0,0,1
"231289","E02005123 E02005123",1,0,0,1
"231290","E02005124 E02005124",1,0,0,1
"231291","E02005125 E02005125",1,0,0,1
"231292","E02005126 E02005126",1,0,0,1
"231293","E02005127 E02005127",1,0,0,1
"231294","E02005128 E02005128",1,0,0,1
"231295","E02005129 E02005129",1,0,0,1
"231296","E02005130 E02005130",1,0,0,1
"231297","E02005131 E02005131",1,0,0,1
"231298","E02005132 E02005132",1,0,0,1
"231299","E02005133 E02005133",1,0,0,1
"231300","E02005134 E02005134",1,0,0,1
"231301","E02005135 E02005135",1,0,0,1
"231302","E02005136 E02005136",1,0,0,1
"231303","E02005137 E02005137",1,0,0,1
"231304","E02005138 E02005138",1,0,0,1
"231305","E02005139 E02005139",1,0,0,1
"231306","E02005140 E02005140",1,0,0,1
"231307","E02005141 E02005141",1,0,0,1
"231308","E02005142 E02005142",1,0,0,1
"231309","E02005143 E02005143",1,0,0,1
"231310","E02005144 E02005144",1,0,0,1
"231311","E02005145 E02005145",1,0,0,1
"231312","E02005146 E02005146",1,0,0,1
"231313","E02005147 E02005147",1,0,0,1
"231314","E02005148 E02005148",1,0,0,1
"231315","E02005149 E02005149",1,0,0,1
"231316","E02005150 E02005150",1,0,0,1
"231317","E02005151 E02005151",1,0,0,1
"231318","E02005153 E02005153",1,0,0,1
"231319","E02005154 E02005154",1,0,0,1
"231320","E02005155 E02005155",1,0,0,1
"231321","E02005156 E02005156",1,0,0,1
"231322","E02005157 E02005157",1,0,0,1
"231323","E02005158 E02005158",1,0,0,1
"231324","E02005159 E02005159",1,0,0,1
"231325","E02005160 E02005160",1,0,0,1
"231326","E02005161 E02005161",1,0,0,1
"231327","E02005162 E02005162",1,0,0,1
"231328","E02005163 E02005163",1,0,0,1
"231329","E02005164 E02005164",1,0,0,1
"231330","E02005165 E02005165",1,0,0,1
"231331","E02005166 E02005166",1,0,0,1
"231332","E02005167 E02005167",1,0,0,1
"231333","E02005168 E02005168",1,0,0,1
"231334","E02005169 E02005169",1,0,0,1
"231335","E02005170 E02005170",1,0,0,1
"231336","E02005171 E02005171",1,0,0,1
"231337","E02005172 E02005172",1,0,0,1
"231338","E02005173 E02005173",1,0,0,1
"231339","E02005174 E02005174",1,0,0,1
"231340","E02005175 E02005175",1,0,0,1
"231341","E02005176 E02005176",1,0,0,1
"231342","E02005177 E02005177",1,0,0,1
"231343","E02005178 E02005178",1,0,0,1
"231344","E02005179 E02005179",1,0,0,1
"231345","E02005180 E02005180",1,0,0,1
"231346","E02005181 E02005181",1,0,0,1
"231347","E02005182 E02005182",1,0,0,1
"231348","E02005183 E02005183",1,0,0,1
"231349","E02005184 E02005184",1,0,0,1
"231350","E02005185 E02005185",1,0,0,1
"231351","E02005186 E02005186",1,0,0,1
"231352","E02005189 E02005189",1,0,0,1
"231353","E02005190 E02005190",1,0,0,1
"231354","E02005191 E02005191",1,0,0,1
"231355","E02005192 E02005192",1,0,0,1
"231356","E02005193 E02005193",1,0,0,1
"231357","E02005194 E02005194",1,0,0,1
"231358","E02005195 E02005195",1,0,0,1
"231359","E02005196 E02005196",1,0,0,1
"231360","E02005197 E02005197",1,0,0,1
"231361","E02005198 E02005198",1,0,0,1
"231362","E02005199 E02005199",1,0,0,1
"231363","E02005200 E02005200",1,0,0,1
"231364","E02005201 E02005201",1,0,0,1
"231365","E02005202 E02005202",1,0,0,1
"231366","E02005203 E02005203",1,0,0,1
"231367","E02005204 E02005204",1,0,0,1
"231368","E02005205 E02005205",1,0,0,1
"231369","E02005206 E02005206",1,0,0,1
"231370","E02005207 E02005207",1,0,0,1
"231371","E02005208 E02005208",1,0,0,1
"231372","E02005209 E02005209",1,0,0,1
"231373","E02005210 E02005210",1,0,0,1
"231374","E02005211 E02005211",1,0,0,1
"231375","E02005212 E02005212",1,0,0,1
"231376","E02005213 E02005213",1,0,0,1
"231377","E02005214 E02005214",1,0,0,1
"231378","E02005215 E02005215",1,0,0,1
"231379","E02005216 E02005216",1,0,0,1
"231380","E02005217 E02005217",1,0,0,1
"231381","E02005218 E02005218",1,0,0,1
"231382","E02005219 E02005219",1,0,0,1
"231383","E02005220 E02005220",1,0,0,1
"231384","E02005221 E02005221",1,0,0,1
"231385","E02005222 E02005222",1,0,0,1
"231386","E02005223 E02005223",1,0,0,1
"231387","E02005224 E02005224",1,0,0,1
"231388","E02005225 E02005225",1,0,0,1
"231389","E02005226 E02005226",1,0,0,1
"231390","E02005228 E02005228",1,0,0,1
"231391","E02005229 E02005229",1,0,0,1
"231392","E02005230 E02005230",1,0,0,1
"231393","E02005231 E02005231",1,0,0,1
"231394","E02005233 E02005233",1,0,0,1
"231395","E02005234 E02005234",1,0,0,1
"231396","E02005235 E02005235",1,0,0,1
"231397","E02005236 E02005236",1,0,0,1
"231398","E02005237 E02005237",1,0,0,1
"231399","E02005238 E02005238",1,0,0,1
"231400","E02005239 E02005239",1,0,0,1
"231401","E02005240 E02005240",1,0,0,1
"231402","E02005241 E02005241",1,0,0,1
"231403","E02005242 E02005242",1,0,0,1
"231404","E02005243 E02005243",1,0,0,1
"231405","E02005244 E02005244",1,0,0,1
"231406","E02005245 E02005245",1,0,0,1
"231407","E02005246 E02005246",1,0,0,1
"231408","E02005247 E02005247",1,0,0,1
"231409","E02005248 E02005248",1,0,0,1
"231410","E02005249 E02005249",1,0,0,1
"231411","E02005250 E02005250",1,0,0,1
"231412","E02005251 E02005251",1,0,0,1
"231413","E02005252 E02005252",1,0,0,1
"231414","E02005253 E02005253",1,0,0,1
"231415","E02005254 E02005254",1,0,0,1
"231416","E02005255 E02005255",1,0,0,1
"231417","E02005256 E02005256",1,0,0,1
"231418","E02005257 E02005257",1,0,0,1
"231419","E02005258 E02005258",1,0,0,1
"231420","E02005259 E02005259",1,0,0,1
"231421","E02005260 E02005260",1,0,0,1
"231422","E02005261 E02005261",1,0,0,1
"231423","E02005262 E02005262",1,0,0,1
"231424","E02005263 E02005263",1,0,0,1
"231425","E02005264 E02005264",1,0,0,1
"231426","E02005265 E02005265",1,0,0,1
"231427","E02005266 E02005266",1,0,0,1
"231428","E02005267 E02005267",1,0,0,1
"231429","E02005268 E02005268",1,0,0,1
"231430","E02005269 E02005269",1,0,0,1
"231431","E02005270 E02005270",1,0,0,1
"231432","E02005271 E02005271",1,0,0,1
"231433","E02005272 E02005272",1,0,0,1
"231434","E02005273 E02005273",1,0,0,1
"231435","E02005274 E02005274",1,0,0,1
"231436","E02005275 E02005275",1,0,0,1
"231437","E02005276 E02005276",1,0,0,1
"231438","E02005277 E02005277",1,0,0,1
"231439","E02005278 E02005278",1,0,0,1
"231440","E02005279 E02005279",1,0,0,1
"231441","E02005280 E02005280",1,0,0,1
"231442","E02005281 E02005281",1,0,0,1
"231443","E02005284 E02005284",1,0,0,1
"231444","E02005285 E02005285",1,0,0,1
"231445","E02005286 E02005286",1,0,0,1
"231446","E02005287 E02005287",1,0,0,1
"231447","E02005288 E02005288",1,0,0,1
"231448","E02005289 E02005289",1,0,0,1
"231449","E02005290 E02005290",1,0,0,1
"231450","E02005291 E02005291",1,0,0,1
"231451","E02005292 E02005292",1,0,0,1
"231452","E02005293 E02005293",1,0,0,1
"231453","E02005294 E02005294",1,0,0,1
"231454","E02005295 E02005295",1,0,0,1
"231455","E02005296 E02005296",1,0,0,1
"231456","E02005297 E02005297",1,0,0,1
"231457","E02005298 E02005298",1,0,0,1
"231458","E02005299 E02005299",1,0,0,1
"231459","E02005300 E02005300",1,0,0,1
"231460","E02005301 E02005301",1,0,0,1
"231461","E02005302 E02005302",1,0,0,1
"231462","E02005303 E02005303",1,0,0,1
"231463","E02005304 E02005304",1,0,0,1
"231464","E02005305 E02005305",1,0,0,1
"231465","E02005306 E02005306",1,0,0,1
"231466","E02005307 E02005307",1,0,0,1
"231467","E02005308 E02005308",1,0,0,1
"231468","E02005309 E02005309",1,0,0,1
"231469","E02005310 E02005310",1,0,0,1
"231470","E02005311 E02005311",1,0,0,1
"231471","E02005312 E02005312",1,0,0,1
"231472","E02005313 E02005313",1,0,0,1
"231473","E02005314 E02005314",1,0,0,1
"231474","E02005315 E02005315",1,0,0,1
"231475","E02005316 E02005316",1,0,0,1
"231476","E02005317 E02005317",1,0,0,1
"231477","E02005318 E02005318",1,0,0,1
"231478","E02005319 E02005319",1,0,0,1
"231479","E02005320 E02005320",1,0,0,1
"231480","E02005321 E02005321",1,0,0,1
"231481","E02005322 E02005322",1,0,0,1
"231482","E02005323 E02005323",1,0,0,1
"231483","E02005324 E02005324",1,0,0,1
"231484","E02005325 E02005325",1,0,0,1
"231485","E02005326 E02005326",1,0,0,1
"231486","E02005327 E02005327",1,0,0,1
"231487","E02005328 E02005328",1,0,0,1
"231488","E02005329 E02005329",1,0,0,1
"231489","E02005330 E02005330",1,0,0,1
"231490","E02005331 E02005331",1,0,0,1
"231491","E02005332 E02005332",1,0,0,1
"231492","E02005334 E02005334",1,0,0,1
"231493","E02005335 E02005335",1,0,0,1
"231494","E02005336 E02005336",1,0,0,1
"231495","E02005337 E02005337",1,0,0,1
"231496","E02005338 E02005338",1,0,0,1
"231497","E02005339 E02005339",1,0,0,1
"231498","E02005340 E02005340",1,0,0,1
"231499","E02005341 E02005341",1,0,0,1
"231500","E02005342 E02005342",1,0,0,1
"231501","E02005343 E02005343",1,0,0,1
"231502","E02005344 E02005344",1,0,0,1
"231503","E02005345 E02005345",1,0,0,1
"231504","E02005346 E02005346",1,0,0,1
"231505","E02005347 E02005347",1,0,0,1
"231506","E02005348 E02005348",1,0,0,1
"231507","E02005349 E02005349",1,0,0,1
"231508","E02005350 E02005350",1,0,0,1
"231509","E02005351 E02005351",1,0,0,1
"231510","E02005352 E02005352",1,0,0,1
"231511","E02005353 E02005353",1,0,0,1
"231512","E02005354 E02005354",1,0,0,1
"231513","E02005355 E02005355",1,0,0,1
"231514","E02005356 E02005356",1,0,0,1
"231515","E02005357 E02005357",1,0,0,1
"231516","E02005358 E02005358",1,0,0,1
"231517","E02005359 E02005359",1,0,0,1
"231518","E02005360 E02005360",1,0,0,1
"231519","E02005361 E02005361",1,0,0,1
"231520","E02005362 E02005362",1,0,0,1
"231521","E02005363 E02005363",1,0,0,1
"231522","E02005364 E02005364",1,0,0,1
"231523","E02005365 E02005365",1,0,0,1
"231524","E02005366 E02005366",1,0,0,1
"231525","E02005368 E02005368",1,0,0,1
"231526","E02005369 E02005369",1,0,0,1
"231527","E02005370 E02005370",1,0,0,1
"231528","E02005371 E02005371",1,0,0,1
"231529","E02005372 E02005372",1,0,0,1
"231530","E02005373 E02005373",1,0,0,1
"231531","E02005374 E02005374",1,0,0,1
"231532","E02005375 E02005375",1,0,0,1
"231533","E02005376 E02005376",1,0,0,1
"231534","E02005377 E02005377",1,0,0,1
"231535","E02005378 E02005378",1,0,0,1
"231536","E02005379 E02005379",1,0,0,1
"231537","E02005380 E02005380",1,0,0,1
"231538","E02005381 E02005381",1,0,0,1
"231539","E02005382 E02005382",1,0,0,1
"231540","E02005383 E02005383",1,0,0,1
"231541","E02005384 E02005384",1,0,0,1
"231542","E02005385 E02005385",1,0,0,1
"231543","E02005386 E02005386",1,0,0,1
"231544","E02005387 E02005387",1,0,0,1
"231545","E02005388 E02005388",1,0,0,1
"231546","E02005389 E02005389",1,0,0,1
"231547","E02005390 E02005390",1,0,0,1
"231548","E02005391 E02005391",1,0,0,1
"231549","E02005392 E02005392",1,0,0,1
"231550","E02005393 E02005393",1,0,0,1
"231551","E02005394 E02005394",1,0,0,1
"231552","E02005395 E02005395",1,0,0,1
"231553","E02005396 E02005396",1,0,0,1
"231554","E02005397 E02005397",1,0,0,1
"231555","E02005398 E02005398",1,0,0,1
"231556","E02005399 E02005399",1,0,0,1
"231557","E02005400 E02005400",1,0,0,1
"231558","E02005401 E02005401",1,0,0,1
"231559","E02005402 E02005402",1,0,0,1
"231560","E02005403 E02005403",1,0,0,1
"231561","E02005404 E02005404",1,0,0,1
"231562","E02005405 E02005405",1,0,0,1
"231563","E02005406 E02005406",1,0,0,1
"231564","E02005407 E02005407",1,0,0,1
"231565","E02005408 E02005408",1,0,0,1
"231566","E02005409 E02005409",1,0,0,1
"231567","E02005412 E02005412",1,0,0,1
"231568","E02005414 E02005414",1,0,0,1
"231569","E02005415 E02005415",1,0,0,1
"231570","E02005416 E02005416",1,0,0,1
"231571","E02005417 E02005417",1,0,0,1
"231572","E02005418 E02005418",1,0,0,1
"231573","E02005419 E02005419",1,0,0,1
"231574","E02005420 E02005420",1,0,0,1
"231575","E02005422 E02005422",1,0,0,1
"231576","E02005423 E02005423",1,0,0,1
"231577","E02005424 E02005424",1,0,0,1
